Local time in New York / La Guardia (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
31.08.2018 14:00,24.4,767.5,768.5,0,67,Wind blowing from the north-east,5,,,100%., ,,,23.9,25.6,,,600-1000,,,16,17.8,,,,,,
31.08.2018 11:00,24.4,767.5,768.4,0.7,64,Wind blowing from the east-northeast,7,10,,100%., ,,,,,,,600-1000,,,16,17.2,,,,,,
31.08.2018 08:00,23.9,766.8,767.7,1,69,Wind blowing from the east,6,12,,100%., ,,,23.9,32.8,,,600-1000,,,16,17.8,,,,,,
31.08.2018 05:00,25,765.8,766.7,1,64,Wind blowing from the east,6,,,100%., ,,,,,,,1000-1500,,,16,17.8,,,,,,
31.08.2018 02:00,25.6,764.8,765.8,1,62,Wind blowing from the north-east,8,,,70 – 80%., ,,,25.6,30.6,,,600-1000,,,16,17.8,,,,,,
30.08.2018 23:00,27.8,763.8,764.8,1.8,56,Wind blowing from the north-east,5,,,50%., ,,,,,,,1500-2000,,,16,18.3,,,,,,
30.08.2018 20:00,30.6,762,763.1,0.8,45,Wind blowing from the north-northeast,3,,,50%., ,,,27.2,32.8,,,1500-2000,,,16,17.2,,,,,,
30.08.2018 17:00,31.7,761.2,762.3,-0.6,45,Wind blowing from the north-northeast,5,,,50%., ,,,,,,,1500-2000,,,16,18.3,,,,,,
30.08.2018 14:00,32.2,761.8,762.7,0.6,44,Wind blowing from the north-northeast,5,,,50%., ,,,27.8,32.2,,,1500-2000,,,16,18.3,,,,,,
30.08.2018 11:00,30,761.2,762.4,0.5,55,Wind blowing from the north-west,6,,,70 – 80%., ,,,,,,,1500-2000,,,16,20,,,,,,
30.08.2018 08:00,27.2,760.7,761.8,1.5,69,Wind blowing from the north-west,5,,,70 – 80%., ,,,27.2,36.1,,,2000-2500,,,16,21.1,,,,,,
30.08.2018 05:00,29.4,759.2,760.1,-0.2,65,Wind blowing from the west,4,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,22.2,,,,,,
30.08.2018 02:00,30.6,759.4,760.4,0,61,Wind blowing from the west-southwest,6,,,no clouds, ,,,28.9,33.9,,,,,,16,22.2,,,,,,
29.08.2018 23:00,32.2,759.4,760.6,0.7,50,Wind blowing from the south-west,5,,,no clouds, ,,,,,,,,,,16,20.6,,,,,,
29.08.2018 20:00,33.9,758.7,759.7,0,42,Wind blowing from the west,5,,,20–30%., ,,,28.9,36.1,,,1500-2000,,,16,19.4,,,,,,
29.08.2018 17:00,36.1,758.7,759.7,-1.5,36,Wind blowing from the south-west,6,,,20–30%., ,,,,,,,1500-2000,,,16,18.9,,,,,,
29.08.2018 14:00,35.6,760.2,761.1,-0.7,41,Wind blowing from the west,5,9,,50%., ,,,29.4,36.1,,,1500-2000,,,16,20.6,,,,,,
29.08.2018 11:00,33.9,760.9,762,0,47,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,16,21.1,,,,,,
29.08.2018 08:00,30,760.9,761.9,0.2,65,,2,,,no clouds, ,,,28.9,36.7,,,,,,16,22.8,,,,,,
29.08.2018 05:00,30,760.7,761.8,-0.2,63,Wind blowing from the west,5,,,no clouds, ,,,,,,,,,,16,22.2,,,,,,
29.08.2018 02:00,30.6,760.9,761.9,-0.3,61,Wind blowing from the west-southwest,4,,,no clouds, ,,,27.2,33.9,,,,,,16,22.2,,,,,,
28.08.2018 23:00,32.2,761.2,762.1,0.7,54,Wind blowing from the west-southwest,5,,,no clouds, ,,,,,,,,,,16,21.7,,,,,,
28.08.2018 20:00,33.9,760.5,761.5,0.3,44,Wind blowing from the west,6,8,,50%., ,,,27.2,36.7,,,"2500 or more, or no clouds.",,,16,20,,,,,,
28.08.2018 17:00,36.1,760.2,761.3,-0.7,37,Wind blowing from the south-southwest,7,10,,70 – 80%., ,,,,,,,1500-2000,,,16,19.4,,,,,,
28.08.2018 14:00,35.6,760.9,762.1,-1.3,41,Wind blowing from the west-southwest,5,,,50%., ,,,28.3,35.6,,,1500-2000,,,16,20.6,,,,,,
28.08.2018 11:00,31.7,762.2,763.2,0,57,Wind blowing from the north-west,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,22.2,,,,,,
28.08.2018 08:00,28.3,762.2,763.3,0.4,72,"Calm, no wind",0,,,no clouds, ,,,27.2,32.8,,,,,,11,22.8,,,,,,
28.08.2018 05:00,27.8,761.8,762.7,0,74,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,22.8,,,,,,
28.08.2018 02:00,29.4,761.8,762.6,0,63,Wind blowing from the west-southwest,6,,,70 – 80%., ,,,25,30.6,,,"2500 or more, or no clouds.",,,16,21.7,,,,,,
27.08.2018 23:00,30.6,761.8,762.7,0.3,57,Wind blowing from the west-southwest,3,8,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,21.1,,,,,,
27.08.2018 20:00,30,761.5,762.6,0,59,Wind blowing from the south,4,,,70 – 80%., ,,,25,32.8,,,1500-2000,,,16,21.1,,,,,,
27.08.2018 17:00,32.8,761.5,762.6,-1.2,45,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,,,,,1500-2000,,,16,19.4,,,,,,
27.08.2018 14:00,31.7,762.7,763.7,-0.8,48,Wind blowing from the south-west,3,,,70 – 80%., ,,,25.6,32.2,,,1000-1500,,,16,19.4,,,,,,
27.08.2018 11:00,28.3,763.5,764.5,0.5,61,Wind blowing from the west-northwest,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,20,,,,,,
27.08.2018 08:00,25.6,763,764,1,71,Wind blowing from the north-west,3,,,70 – 80%., ,,,25,29.4,,,"2500 or more, or no clouds.",,,16,20,,,,,,
27.08.2018 05:00,25.6,762,763,-0.2,71,Wind blowing from the west,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,20,,,,,,
27.08.2018 02:00,26.7,762.2,763.2,0,64,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,,28.9,,,"2500 or more, or no clouds.",,,16,19.4,,,,,,
26.08.2018 23:00,27.8,762.2,763.2,0.4,58,Wind blowing from the west-southwest,5,,,50%., ,,,,,,,1500-2000,,,16,18.9,,,,,,
26.08.2018 20:00,28.9,761.8,762.7,-0.2,51,Wind blowing from the west-southwest,4,,,100%., ,,,21.7,29.4,,,1500-2000,,,16,17.8,,,,,,
26.08.2018 17:00,27.8,762,763.1,-1.3,63,Wind blowing from the south-southeast,6,,,100%., ,,,,,,,1000-1500,,,16,20,,,,,,
26.08.2018 14:00,28.9,763.3,764.3,-1.5,48,Wind blowing from the south-west,5,,,70 – 80%., ,,,22.8,29.4,,,1000-1500,,,16,16.7,,,,,,
26.08.2018 11:00,26.7,764.8,765.8,-0.5,54,Wind blowing from the west-southwest,4,,,50%., ,,,,,,,1000-1500,,,16,16.7,,,,,,
26.08.2018 08:00,22.8,765.3,766.3,-0.2,71,Wind blowing from the south-southwest,4,,,50%., ,,,21.7,,,,600-1000,,,16,17.2,,,,,,
26.08.2018 05:00,22.8,765.5,766.4,-0.5,64,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,,,,,1000-1500,,,16,15.6,,,,,,
26.08.2018 02:00,22.8,766,766.9,-0.3,59,Wind blowing from the south,2,,,50%., ,,,21.7,23.9,,,"2500 or more, or no clouds.",,,16,14.4,,,,,,
25.08.2018 23:00,22.8,766.3,767.4,0,59,Wind blowing from the south-southeast,4,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,14.4,,,,,,
25.08.2018 20:00,23.9,766.3,767.3,-0.3,54,Wind blowing from the south,5,,,70 – 80%., ,,,21.7,27.2,,,"2500 or more, or no clouds.",,,16,13.9,,,,,,
25.08.2018 17:00,26.1,766.6,767.6,-0.7,41,,3,,,70 – 80%., ,,,,,,,1500-2000,,,16,11.7,,,,,,
25.08.2018 14:00,27.2,767.3,768.3,-1.3,37,Wind blowing from the south-southeast,4,,,70 – 80%., ,,,22.8,27.2,,,1500-2000,,,16,11.1,,,,,,
25.08.2018 11:00,26.1,768.6,769.5,0.2,49,Wind blowing from the north-northwest,2,,,70 – 80%., ,,,,,,,1000-1500,,,16,14.4,,,,,,
25.08.2018 08:00,23.3,768.4,769.3,0.9,60,"Calm, no wind",0,,,70 – 80%., ,,,21.7,,,,2000-2500,,,16,15,,,,,,
25.08.2018 05:00,22.2,767.5,768.5,0.2,59,Wind blowing from the south,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,13.9,,,,,,
25.08.2018 02:00,23.3,767.3,768.4,0,60,Wind blowing from the west-southwest,2,,,no clouds, ,,,21.1,25,,,,,,16,15,,,,,,
24.08.2018 23:00,23.9,767.3,768.2,1,58,Wind blowing from the south,4,,,no clouds, ,,,,,,,,,,16,15,,,,,,
24.08.2018 20:00,25,766.3,767.4,0.8,43,Wind blowing from the south,5,,,20–30%., ,,,21.1,29.4,,,1500-2000,,,16,11.7,,,,,,
24.08.2018 17:00,28.3,765.5,766.6,-0.8,37,Wind blowing from the south,7,,,50%., ,,,,,,,1500-2000,,,16,12.2,,,,,,
24.08.2018 14:00,28.3,766.3,767.3,0.3,32,Wind blowing from the south-west,4,,,50%., ,,,22.2,28.9,,,2000-2500,,,16,10,,,,,,
24.08.2018 11:00,25.6,766,767.2,0.5,45,Wind blowing from the north-northwest,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,12.8,,,,,,
24.08.2018 08:00,22.2,765.5,766.5,1.3,57,Wind blowing from the north-west,2,,,20–30%., ,,,21.1,26.7,,,"2500 or more, or no clouds.",,,16,13.3,,,,,,
24.08.2018 05:00,21.7,764.2,765.3,0.4,59,Wind blowing from the west-northwest,2,,,no clouds, ,,,,,,,,,,16,13.3,,,,,,
24.08.2018 02:00,22.8,763.8,764.8,0.5,55,Wind blowing from the north-west,3,,,no clouds, ,,,20,25.6,,,,,,16,13.3,,,,,,
23.08.2018 23:00,23.9,763.3,764.2,1.8,48,Wind blowing from the north-west,4,,,no clouds, ,,,,,,,,,,16,12.2,,,,,,
23.08.2018 20:00,25.6,761.5,762.5,1.3,39,Wind blowing from the north-west,4,,,20–30%., ,,,20,26.7,,,2000-2500,,,16,10.6,,,,,,
23.08.2018 17:00,26.7,760.2,761.2,-0.5,33,Wind blowing from the north-northwest,6,10,,20–30%., ,,,,,,,1500-2000,,,16,8.9,,,,,,
23.08.2018 14:00,25,760.7,761.7,0.2,33,Wind blowing from the north-west,4,10,,20–30%., ,,,20,25,,,1500-2000,,,16,7.8,,,,,,
23.08.2018 11:00,22.8,760.5,761.5,1.3,51,Wind blowing from the north-northwest,7,,,20–30%., ,,,,,,,1000-1500,,,16,12.2,,,,,,
23.08.2018 08:00,20,759.2,760.1,2,63,Wind blowing from the north,5,,,70 – 80%., ,,,20,30.6,,,600-1000,,,16,12.8,Trace of precipitation,6,,,,
23.08.2018 05:00,21.7,757.2,758,1.3,68,Wind blowing from the north-northwest,4,,,70 – 80%., ,,,,,,,1500-2000,,,16,15.6,,,,,,
23.08.2018 02:00,22.8,755.9,757,0.3,69,Wind blowing from the north-west,6,,,70 – 80%., ,,,22.8,27.8,,,"2500 or more, or no clouds.",,,16,16.7,,,,,,
22.08.2018 23:00,23.9,755.6,756.6,1.5,62,Wind blowing from the north-west,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
22.08.2018 20:00,27.8,754.1,755.2,1.3,49,Wind blowing from the west,6,,,20–30%., ,,,22.8,30.6,,,1500-2000,,,16,16.1,,,,,,
22.08.2018 17:00,30,752.8,754,0,40,Wind blowing from the west,7,9,,50%., ,,,,,,,1500-2000,,,16,15,,,,,,
22.08.2018 14:00,29.4,752.8,753.9,-0.8,51,Wind blowing from the west,4,9,,50%., ,,,23.9,30,,,1000-1500,,,16,18.3,,,,,,
22.08.2018 11:00,27.2,753.6,754.6,0,62,Wind blowing from the west-southwest,6,,,70 – 80%., ,,,,,,,600-1000,,,16,19.4,,,,,,
22.08.2018 08:00,23.9,753.6,754.6,0.2,82,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,22.8,,,,300-600,,,16,20.6,4,6,,,,
22.08.2018 05:00,23.9,753.4,754.3,-2.5,88,Wind blowing from the south-west,3,,,100%., ,,,,,,,200-300,,,16,21.7,4,3,,,,
22.08.2018 02:00,22.8,755.9,756.8,-2.8,90,Wind blowing from the south-east,4,,,100%.,"Rain, not freezing, continuous, heavy at time of observation. ",,,20,25.6,,,300-600,,,6,21.1,5,6,,,,
21.08.2018 23:00,23.9,758.7,759.6,-1,74,Wind blowing from the east-southeast,5,,,100%., ,,,,,,,300-600,,,16,18.9,,,,,,
21.08.2018 20:00,23.9,759.7,760.7,-1,74,Wind blowing from the south-east,5,,,70 – 80%., ,,,20,27.2,,,300-600,,,16,18.9,,,,,,
21.08.2018 17:00,25,760.7,761.6,-1.1,62,Wind blowing from the south-east,6,,,70 – 80%., ,,,,,,,600-1000,,,16,17.2,,,,,,
21.08.2018 14:00,26.1,761.8,762.7,-1.5,50,,2,,,70 – 80%., ,,,21.1,26.1,,,600-1000,,,16,15,,,,,,
21.08.2018 11:00,23.9,763.3,764.3,-0.5,62,"Calm, no wind",0,,,70 – 80%., ,,,,,,,600-1000,,,16,16.1,,,,,,
21.08.2018 08:00,21.1,763.8,764.7,0,76,Wind blowing from the east,4,,,20–30%., ,,,,25,,,300-600,,,16,16.7,,,,,,
21.08.2018 05:00,20.6,763.8,764.8,,76,Wind blowing from the east,2,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
20.08.2018 23:00,22.2,764.5,765.4,0.5,73,Wind blowing from the south-southeast,3,,,70 – 80%., ,,,,,,,600-1000,,,16,17.2,,,,,,
20.08.2018 20:00,22.8,764,764.9,0.2,74,Wind blowing from the south,2,,,70 – 80%., ,,,20,25,,,1000-1500,,,16,17.8,,,,,,
20.08.2018 17:00,24.4,763.8,764.7,-0.7,64,Wind blowing from the east,4,,,70 – 80%., ,,,,,,,1500-2000,,,16,17.2,,,,,,
20.08.2018 14:00,22.2,764.5,765.6,0.3,73,Wind blowing from the east-northeast,4,,,100%., ,,,20.6,23.3,,,300-600,,,16,17.2,Trace of precipitation,6,,,,
20.08.2018 11:00,22.2,764.2,765.4,0,73,Wind blowing from the north-east,6,,,70 – 80%., ,,,,,,,300-600,,,16,17.2,Trace of precipitation,3,,,,
20.08.2018 08:00,21.1,764.2,765.1,0.9,73,Wind blowing from the north-east,6,,,100%., ,,,20,23.9,,,1000-1500,,,16,16.1,,,,,,
20.08.2018 05:00,20.6,763.3,764.3,0,73,Wind blowing from the north-northeast,4,,,100%., ,,,,,,,600-1000,,,16,15.6,,,,,,
20.08.2018 02:00,21.1,763.3,764.2,0.3,68,Wind blowing from the east-northeast,7,,,100%., ,,,21.1,23.9,,,600-1000,,,16,15,,,,,,
19.08.2018 23:00,22.2,763,764,1,71,Wind blowing from the east,4,,,100%., ,,,,,,,2000-2500,,,16,16.7,,,,,,
19.08.2018 20:00,22.8,762,762.9,1.1,74,Wind blowing from the north-east,3,,,100%., ,,,21.7,23.9,,,1500-2000,,,16,17.8,3,6,,,,
19.08.2018 17:00,23.3,760.9,761.9,0.2,74,Wind blowing from the north-northeast,4,,,100%., ,,,,,,,1000-1500,,,16,18.3,3,3,,,,
19.08.2018 14:00,22.2,760.7,761.8,0.2,73,Wind blowing from the east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,21.1,22.8,,,300-600,,,12,17.2,0.8,6,,,,
19.08.2018 11:00,22.2,760.5,761.5,1.3,71,Wind blowing from the east-northeast,8,,,70 – 80%., ,,,,,,,300-600,,,16,16.7,Trace of precipitation,3,,,,
19.08.2018 08:00,21.7,759.2,760.1,1.6,81,Wind blowing from the north-east,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,21.7,,,,300-600,,,12,18.3,Trace of precipitation,6,,,,
19.08.2018 05:00,22.2,757.6,758.8,0.4,82,Wind blowing from the north-east,8,,,100%., ,,,,,,,300-600,,,16,18.9,,,,,,
19.08.2018 02:00,22.2,757.2,758.1,0,76,Wind blowing from the north-northeast,5,,,70 – 80%., ,,,22.2,25.6,,,600-1000,,,16,17.8,0.3,6,,,,
18.08.2018 23:00,23.3,757.2,758,1.1,71,Wind blowing from the north,7,,,100%., ,,,,,,,600-1000,,,16,17.8,0.3,3,,,,
18.08.2018 20:00,24.4,756.1,757.3,1.5,85,Wind blowing from the north,3,,,70 – 80%.,"Rain, not freezing, continuous, slight at time of observation. ",,,24.4,32.2,,,600-1000,,,16,21.7,0.3,6,,,,
18.08.2018 17:00,31.7,754.6,755.7,-0.8,50,Wind blowing from the west,6,,,70 – 80%., ,,,,,,,1000-1500,,,16,20,0.3,3,,,,
18.08.2018 14:00,30.6,755.4,756.5,-1.5,57,Wind blowing from the west,5,,,70 – 80%., ,,,25,30.6,,,1000-1500,,,16,21.1,Trace of precipitation,6,,,,
18.08.2018 11:00,28.3,756.9,757.8,-0.3,67,"Calm, no wind",0,,,70 – 80%., ,,,,,,,600-1000,,,16,21.7,Trace of precipitation,3,,,,
18.08.2018 08:00,25,757.2,758.1,-0.4,82,Wind blowing from the south-west,4,,,100%., ,,,23.3,32.8,,,600-1000,,,16,21.7,1,6,,,,
18.08.2018 05:00,25.6,757.6,758.8,-0.9,82,Wind blowing from the west-southwest,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,1000-1500,,,16,22.2,0.3,3,,,,
18.08.2018 02:00,24.4,758.5,759.4,-0.9,88,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,23.3,30,,,1000-1500,,,16,22.2,15,6,,,,
17.08.2018 23:00,25,759.4,760.4,0.5,77,Wind blowing from the west,3,,,100%., ,,,,,,,1000-1500,,,16,20.6,2,3,,,,
17.08.2018 20:00,28.9,758.9,760,-0.5,74,Wind blowing from the south,7,10,,70 – 80%., ,,,27.2,32.8,,,1500-2000,,,16,23.9,Trace of precipitation,6,,,,
17.08.2018 17:00,30.6,759.4,760.5,-1.5,61,Wind blowing from the south,8,12,,20–30%., ,,,,,,,1500-2000,,,16,22.2,,,,,,
17.08.2018 14:00,31.1,760.9,762.1,-1.3,59,Wind blowing from the south,5,10,,70 – 80%., ,,,28.3,32.8,,,1000-1500,,,16,22.2,,,,,,
17.08.2018 11:00,31.1,762.2,763.3,-0.3,55,Wind blowing from the south-west,4,,,70 – 80%., ,,,,,,,1500-2000,,,14,21.1,,,,,,
17.08.2018 08:00,28.3,762.5,763.6,0,65,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,27.2,33.9,,,"2500 or more, or no clouds.",,,16,21.1,,,,,,
17.08.2018 05:00,27.8,762.5,763.5,-0.2,65,Wind blowing from the west-southwest,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,20.6,,,,,,
17.08.2018 02:00,28.9,762.7,763.7,0,59,Wind blowing from the south-west,4,,,50%., ,,,26.1,31.7,,,"2500 or more, or no clouds.",,,16,20,,,,,,
16.08.2018 23:00,30,762.7,763.7,0.7,55,Wind blowing from the south-west,4,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,20,,,,,,
16.08.2018 20:00,31.7,762,763,0.5,47,Wind blowing from the west,4,,,20–30%., ,,,26.1,33.9,,,2000-2500,,,16,18.9,,,,,,
16.08.2018 17:00,33.3,761.5,762.4,-0.5,38,Wind blowing from the west,4,,,20–30%., ,,,,,,,1500-2000,,,16,17.2,,,,,,
16.08.2018 14:00,32.8,762,763,-0.5,39,Wind blowing from the west-northwest,4,8,,20–30%., ,,,26.7,32.8,,,1500-2000,,,16,17.2,,,,,,
16.08.2018 11:00,28.9,762.5,763.5,0.5,57,Wind blowing from the north-west,4,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,19.4,,,,,,
16.08.2018 08:00,26.7,762,762.9,1.3,64,Wind blowing from the north-west,5,,,70 – 80%., ,,,26.1,32.8,,,"2500 or more, or no clouds.",,,16,19.4,,,,,,
16.08.2018 05:00,26.7,760.7,761.7,0.5,69,,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,20.6,,,,,,
16.08.2018 02:00,28.3,760.2,761.1,0.2,63,Wind blowing from the west,4,,,50%., ,,,22.8,31.1,,,"2500 or more, or no clouds.",,,16,20.6,,,,,,
15.08.2018 23:00,29.4,760,760.9,1.1,57,Wind blowing from the west,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,20,,,,,,
15.08.2018 20:00,31.1,758.9,760,0.7,46,Wind blowing from the west,5,,,50%., ,,,22.8,32.8,,,1500-2000,,,16,18.3,,,,,,
15.08.2018 17:00,31.7,758.2,759.3,-0.3,39,Wind blowing from the west,6,,,70 – 80%., ,,,,,,,1500-2000,,,16,16.1,,,,,,
15.08.2018 14:00,31.1,758.5,759.4,0,45,Wind blowing from the north-west,6,,,20–30%., ,,,22.2,31.1,,,1000-1500,,,16,17.8,,,,,,
15.08.2018 11:00,27.8,758.5,759.4,0.6,58,Wind blowing from the north-west,6,,,20–30%., ,,,,,,,1000-1500,,,16,18.9,,,,,,
15.08.2018 08:00,23.9,757.9,758.8,1,71,Wind blowing from the west-northwest,5,,,20–30%., ,,,22.8,,,,"2500 or more, or no clouds.",,,16,18.3,,,,,,
15.08.2018 05:00,22.8,756.9,757.9,0,76,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,,,,,600-1000,,,16,18.3,,,,,,
15.08.2018 02:00,23.3,756.9,757.9,0,76,Wind blowing from the west,4,,,70 – 80%., ,,,22.8,24.4,,,1000-1500,,,16,18.9,Trace of precipitation,6,,,,
14.08.2018 23:00,23.9,756.9,757.9,0.2,74,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,,,,,1500-2000,,,16,18.9,Trace of precipitation,3,,,,
14.08.2018 20:00,23.9,756.7,757.6,0.3,79,Wind blowing from the south-west,5,,,70 – 80%.,"Rain, not freezing, continuous, slight at time of observation. ",,,22.2,30.6,,,1000-1500,,,16,20,15,6,,,,
14.08.2018 17:00,23.9,756.4,757.5,-0.5,79,Wind blowing from the south-southwest,4,,,70 – 80%.,"Thunderstorm, but no precipitation at the time of observation. ",,,,,,,1000-1500,,,16,20,14,3,,,,
14.08.2018 14:00,30.6,756.9,757.8,-0.7,46,Wind blowing from the south-west,4,,,50%., ,,,23.3,30.6,,,1000-1500,,,16,17.8,,,,,,
14.08.2018 11:00,26.7,757.6,758.8,0,64,Wind blowing from the south-southwest,5,,,50%., ,,,,,,,600-1000,,,16,19.4,,,,,,
14.08.2018 08:00,23.9,757.6,758.8,0.4,84,Wind blowing from the south,2,,,50%., ,,,22.8,23.9,,,200-300,,,16,21.1,,,,,,
14.08.2018 05:00,22.8,757.2,758.2,-0.7,90,Wind blowing from the north-east,2,,,50%., ,,,,,,,200-300,,,11,21.1,,,,,,
14.08.2018 02:00,23.3,757.9,758.9,-0.8,91,"Calm, no wind",0,,,70 – 80%., ,,,23.3,23.9,,,200-300,,,16,21.7,0.3,6,,,,
13.08.2018 23:00,23.9,758.7,759.6,0.8,88,Wind blowing from the south,3,,,70 – 80%., ,,,,,,,200-300,,,16,21.7,0.3,3,,,,
13.08.2018 20:00,23.3,757.9,759,-0.6,91,Wind blowing from the north-east,3,,,70 – 80%., ,,,23.3,23.9,,,300-600,,,16,21.7,3,6,,,,
13.08.2018 17:00,23.3,758.5,759.4,-0.9,91,Wind blowing from the north-east,5,,,100%.,Mist. ,,,,,,,200-300,,,8,21.7,3,3,,,,
13.08.2018 14:00,23.3,759.4,760.5,-1.3,88,Wind blowing from the north-east,8,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,22.2,23.9,,,200-300,,,16,21.1,13,6,,,,
13.08.2018 11:00,22.2,760.7,761.8,-0.5,91,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,200-300,,,9,20.6,4,3,,,,
13.08.2018 08:00,23.9,761.2,762.3,0.3,82,Wind blowing from the north-east,8,,,100%., ,,,23.3,,,,200-300,,,16,20.6,Trace of precipitation,6,,,,
13.08.2018 05:00,23.3,760.9,762.1,-1.1,85,Wind blowing from the east-northeast,7,,,100%., ,,,,,,,300-600,,,16,20.6,,,,,,
13.08.2018 02:00,23.9,762,762.9,0,88,Wind blowing from the north-east,5,,,70 – 80%., ,,,22.8,25.6,,,300-600,,,16,21.7,,,,,,
12.08.2018 23:00,24.4,762,763,0.5,91,Wind blowing from the north-east,4,,,70 – 80%., ,,,,,,,600-1000,,,16,22.8,,,,,,
12.08.2018 20:00,25.6,761.5,762.4,0.6,79,Wind blowing from the north-east,5,,,70 – 80%., ,,,22.8,28.9,,,1000-1500,,,16,21.7,Trace of precipitation,6,,,,
12.08.2018 17:00,28.3,760.9,761.9,-0.9,65,Wind blowing from the north-east,6,,,50%., ,,,,,,,600-1000,,,16,21.1,Trace of precipitation,3,,,,
12.08.2018 14:00,27.2,761.8,762.6,0,67,Wind blowing from the north-east,5,,,70 – 80%., ,,,23.3,27.2,,,600-1000,,,16,20.6,,,,,,
12.08.2018 11:00,25.6,761.8,762.8,0.6,79,Wind blowing from the north-east,5,,,70 – 80%., ,,,,,,,200-300,,,12,21.7,,,,,,
12.08.2018 08:00,23.3,761.2,762.1,1,91,Wind blowing from the north-east,4,,,100%., ,,,22.8,,,,100-200,,,11,21.7,,,,,,
12.08.2018 05:00,23.3,760.2,761.3,0,91,Wind blowing from the north-northeast,3,,,100%., ,,,,,,,100-200,,,11,21.7,,,,,,
12.08.2018 02:00,23.3,760.2,761.2,0.2,88,Wind blowing from the north-east,3,,,70 – 80%., ,,,23.3,,,,300-600,,,16,21.1,,,,,,
11.08.2018 23:00,24.4,760,760.9,0.8,82,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,,,,300-600,,,16,21.1,,,,,,
11.08.2018 20:00,25,759.2,760.3,0,82,,3,,,100%., ,,,23.3,25.6,,,600-1000,,,16,21.7,8,6,,,,
11.08.2018 17:00,23.9,759.2,760.3,-0.5,84,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,21.1,7,3,,,,
11.08.2018 14:00,24.4,759.7,760.6,0,77,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,21.7,27.8,,,300-600,,,16,20,29,6,,,,
11.08.2018 11:00,22.8,759.7,760.8,1,84,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,600-1000,,,16,20,29,3,,,,
11.08.2018 08:00,24.4,758.7,759.7,0.8,82,Wind blowing from the east-northeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,23.3,32.8,,,1000-1500,,,14,21.1,12,6,,,,
11.08.2018 05:00,23.9,757.9,758.8,-0.3,79,Wind blowing from the north,4,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,1000-1500,,,6,20,12,3,,,,
11.08.2018 02:00,28.3,758.2,759.3,0,61,"Calm, no wind",0,,,100%., ,,,24.4,28.9,,,1500-2000,,,16,20,,,,,,
10.08.2018 23:00,27.8,758.2,759.3,0.8,58,Wind blowing from the south,2,,,70 – 80%., ,,,,,,,2000-2500,,,16,18.9,,,,,,
10.08.2018 20:00,28.3,757.4,758.4,0.5,57,Wind blowing from the south-southeast,3,,,100%., ,,,24.4,32.8,,,2000-2500,,,16,18.9,,,,,,
10.08.2018 17:00,31.1,756.9,757.9,-0.7,40,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,,,,,1500-2000,,,16,16.1,,,,,,
